configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh
609,2,nRF24L01+ + SSD1306 OLED controller,3.3,1440,316.9258,1108.4474,14.6268,5.65,0.00545,6.75,208.494265,211.520384
610,1,INA219,3.3,30,4.1157,25.2587,0.6256,0.0,0.0,0.0,0.0,0.0
611,3,ESP32 + Arduino Uno / ATmega328P + BME280,3.3,120,50.8438,67.7134,1.4428,7.96,0.002713,80.0,85.854009,86.961554
612,4,INA219 + DHT22 / AM2302 + Raspberry Pi Pico + ESP32-S3,3.3,360,89.2667,259.7385,10.9948,23.55,0.32675,89.375,697.347996,700.182115
613,1,MPU6050,3.3,1440,767.6253,649.1883,23.1865,3.9,0.01,0.0,165.012673,170.956399
614,4,SSD1306 OLED controller + ESP32 + INA219 + Arduino Uno / ATmega328P,3.3,60,17.0485,41.4904,1.4611,5.97,0.004535,60.0,41.719914,42.88481
615,4,ESP32-S3 + DHT22 / AM2302 + HC-SR04 + MPU6050,3.3,120,8.5681,107.8302,3.6016,28.275,0.00425,89.375,127.857464,131.611569
616,2,HC-SR501 + nRF24L01+,3.3,720,203.7398,505.4814,10.7788,38.15,0.00045,6.75,863.022353,853.020958
617,2,BME280 + ESP32,3.3,720,132.6489,566.6851,20.666,11.94,0.00407,120.0,447.265895,457.925078
618,4,ESP32 + Raspberry Pi Pico + BMP280 + ESP32-S3,3.3,720,209.8579,483.7111,26.431,28.895685,0.32881,148.759212,2234.076906,2281.08523
619,1,nRF24L01+,3.3,1440,669.454,709.1891,61.3569,11.3,0.0009,13.5,461.658245,472.986792
620,4,DHT22 / AM2302 + DS18B20 + MPU6050 + SSD1306 OLED controller,3.3,120,48.1269,68.7834,3.0896,1.85,0.005188,1.0,21.842254,21.278397
621,1,BMP280,3.3,720,352.5444,332.8277,34.6279,0.00274,0.0001,0.03685,0.125141,0.121247
622,4,DS18B20 + BMP280 + nRF24L01+ + ESP32-S3,3.3,1440,526.2325,872.0685,41.699,26.000685,0.002188,92.509213,3875.909208,3845.440458
623,3,SSD1306 OLED controller + BME280 + Arduino Uno / ATmega328P,3.3,1440,421.4427,1003.3514,15.2059,0.0,0.003333,0.0,0.551843,0.558722
624,4,nRF24L01+ + INA219 + HC-SR04 + ESP32,3.3,720,135.0677,553.3821,31.5502,12.545,0.00226,63.375,870.341194,877.346409
625,3,Raspberry Pi Pico + SSD1306 OLED controller + ESP32-S3,3.3,720,333.5196,369.7547,16.7257,30.566667,0.439,118.333333,2035.458489,1964.853085
626,2,Arduino Uno / ATmega328P + BMP280,4.15,60,33.619,25.8858,0.4952,0.00137,5e-05,0.018425,0.006212,0.005972
627,2,BMP280 + DHT22 / AM2302,3.3,60,4.9277,52.7022,2.3701,1.25137,5e-05,1.268425,1.009279,1.010887
628,1,Arduino Uno / ATmega328P,5.0,120,49.6953,66.5208,3.7839,0.0,0.0,0.0,0.0,0.0
629,2,INA219 + BMP280,3.3,360,174.9002,176.2564,8.8435,0.00137,5e-05,0.018425,0.04525,0.046472
630,4,BME280 + ESP32-S3 + nRF24L01+ + HC-SR04,3.3,30,15.2959,13.3046,1.3995,29.5,0.001975,92.125,134.140761,132.264796
631,2,HC-SR04 + HC-05,4.15,60,7.2201,51.7329,1.047,22.5,0.0,0.0,20.938344,20.62803
632,4,DS18B20 + Raspberry Pi Pico + DHT22 / AM2302 + ESP32,3.3,30,10.7784,18.2419,0.9796,6.845,0.327223,61.0,31.038579,30.865847
633,2,DS18B20 + HC-05,4.15,30,1.7571,27.933,0.3099,15.5,0.000375,0.75,3.086097,3.032974
634,2,Raspberry Pi Pico + HC-SR04,5.0,30,4.0979,24.903,0.9991,7.5,0.65,0.0,7.820178,7.827405
635,3,SSD1306 OLED controller + Arduino Uno / ATmega328P + nRF24L01+,3.3,1440,518.7449,916.8203,4.4348,3.766667,0.003633,4.5,326.242449,330.368608
636,1,DHT22 / AM2302,3.3,120,34.2357,84.0853,1.679,2.5,0.0,2.5,4.938267,5.007536
637,4,BMP280 + HC-SR501 + HC-05 + INA219,3.3,360,161.1409,189.0494,9.8097,23.750685,2.5e-05,0.009213,842.006574,834.022996
638,1,ESP32-S3,3.3,60,33.875,24.2519,1.8731,91.7,0.007,355.0,207.430039,210.051144
639,2,nRF24L01+ + HC-SR501,3.3,360,75.4812,276.6014,7.9174,38.15,0.00045,6.75,322.649325,331.033993
640,2,INA219 + ESP32,3.3,720,148.0599,547.3679,24.5722,11.94,0.00407,120.0,519.059341,516.698445
641,3,DS18B20 + ESP32 + HC-SR501,4.15,1440,651.9967,737.2109,50.7924,29.96,0.002963,80.5,4519.118467,4357.629884
642,3,ESP32 + HC-SR04 + Arduino Uno / ATmega328P,5.0,60,15.1025,43.7246,1.1729,12.96,0.002713,80.0,54.215421,55.483787
643,2,Arduino Uno / ATmega328P + MPU6050,4.15,30,13.153,16.7248,0.1222,1.95,0.005,0.0,2.830523,2.754444
644,2,nRF24L01+ + ESP32,3.3,720,172.1092,513.7177,34.1731,17.59,0.00452,126.75,809.727958,795.048707
645,2,ESP32 + HC-SR04,4.15,30,9.2062,20.2379,0.5559,19.44,0.00407,120.0,30.94667,30.361619
646,3,SSD1306 OLED controller + ESP32-S3 + Raspberry Pi Pico,3.3,1440,398.5501,1041.311,0.1389,30.566667,0.439,118.333333,2088.227551,2162.619694
647,1,ESP32,3.3,720,320.1211,366.9533,32.9256,23.88,0.00814,240.0,855.22893,867.581886
648,2,BMP280 + SSD1306 OLED controller,3.3,1440,103.141,1265.8028,71.0562,0.00137,0.00505,0.018425,0.86271,0.844499
649,4,HC-SR04 + MPU6050 + Arduino Uno / ATmega328P + nRF24L01+,4.15,120,40.5291,73.9232,5.5477,7.55,0.002725,3.375,88.707168,84.049781
650,3,DS18B20 + ESP32 + DHT22 / AM2302,3.3,30,4.6732,25.1118,0.215,9.126667,0.002963,81.333333,10.077339,10.015893
651,4,HC-SR501 + HC-SR04 + ESP32-S3 + Arduino Uno / ATmega328P,5.0,30,16.0403,13.1391,0.8205,42.925,0.00175,88.75,203.860946,210.222838
652,4,BMP280 + ESP32-S3 + ESP32 + HC-SR04,3.3,120,32.1302,86.0403,1.8295,32.645685,0.00381,148.759212,304.36151,302.804256
653,4,DS18B20 + BMP280 + nRF24L01+ + MPU6050,3.3,1440,346.0327,1027.5154,66.4519,4.050685,0.002938,3.759212,376.639125,370.802936
654,4,HC-SR04 + Arduino Uno / ATmega328P + HC-SR501 + INA219,5.0,30,16.514,12.6889,0.7971,20.0,0.0,0.0,110.093089,107.048491
655,1,HC-SR04,5.0,720,232.8479,477.6643,9.4878,15.0,0.0,0.0,291.059878,277.472172
656,1,DHT22 / AM2302,3.3,360,116.544,241.778,1.6779,2.5,0.0,2.5,16.255519,15.991891
657,4,HC-05 + Raspberry Pi Pico + DHT22 / AM2302 + INA219,3.3,60,9.9221,49.8045,0.2734,8.125,0.325,0.625,21.334371,21.338781
658,4,HC-05 + BMP280 + ESP32-S3 + Arduino Uno / ATmega328P,3.3,1440,638.2142,796.8222,4.9636,30.425685,0.001775,88.759213,4369.218365,4219.287913
659,1,BME280,3.3,30,3.249,26.157,0.594,0.0,0.0,0.0,0.0,0.0
660,4,INA219 + ESP32-S3 + BMP280 + HC-05,3.3,120,11.9637,105.0485,2.9878,30.425685,0.001775,88.759213,138.464711,137.346471
661,1,BMP280,3.3,30,17.2385,12.544,0.2175,0.00274,0.0001,0.03685,0.003108,0.003077
662,1,HC-05,3.3,60,5.5199,53.8731,0.6069,30.0,0.0,0.0,9.1079,8.970253
663,3,ESP32-S3 + DS18B20 + HC-SR04,5.0,120,35.1072,81.4053,3.4875,35.9,0.002583,118.833333,292.438402,284.171067
664,1,ESP32,3.3,120,10.7411,107.9381,1.3208,23.88,0.00814,240.0,31.590068,30.580134
665,1,BME280,3.3,120,70.655,46.8065,2.5385,0.0,0.0,0.0,0.0,0.0
666,4,ESP32 + DHT22 / AM2302 + Arduino Uno / ATmega328P + HC-05,3.3,30,8.9777,20.5128,0.5095,14.095,0.002035,60.625,34.643403,33.917388
667,3,DS18B20 + Arduino Uno / ATmega328P + MPU6050,5.0,120,41.534,77.3612,1.1048,1.633333,0.003583,0.5,12.555689,11.993966
668,1,nRF24L01+,3.3,30,4.166,24.9156,0.9183,11.3,0.0009,13.5,3.272296,3.286784
669,4,HC-SR501 + INA219 + SSD1306 OLED controller + Raspberry Pi Pico,3.3,60,11.2701,47.3716,1.3583,16.25,0.3275,0.0,43.703705,44.39429
670,3,INA219 + HC-05 + DHT22 / AM2302,3.3,60,13.391,43.9019,2.7071,10.833333,0.0,0.833333,24.308622,24.479419
671,2,INA219 + BMP280,3.3,720,226.0923,461.321,32.5867,0.00137,5e-05,0.018425,0.102654,0.102794
672,3,nRF24L01+ + Raspberry Pi Pico + DHT22 / AM2302,3.3,360,42.5559,310.375,7.0691,4.6,0.433633,5.333333,60.727894,61.581759
673,4,BMP280 + HC-05 + MPU6050 + ESP32,3.3,360,44.7858,298.5705,16.6437,14.445685,0.00456,60.009212,362.361763,379.638165
674,4,BME280 + DS18B20 + BMP280 + Arduino Uno / ATmega328P,4.15,120,53.3563,60.9461,5.6976,0.250685,0.000213,0.384213,5.182292,5.284201
675,1,HC-SR501,3.3,120,60.6608,54.2412,5.0979,65.0,0.0,0.0,216.862484,219.104801
676,2,BME280 + DHT22 / AM2302,3.3,120,58.8052,55.3939,5.8009,1.25,0.0,1.25,8.883335,8.697777
677,4,HC-SR501 + MPU6050 + Arduino Uno / ATmega328P + ESP32-S3,3.3,360,155.6525,187.9659,16.3816,40.15,0.00425,88.75,1694.905605,1704.942856
678,2,MPU6050 + HC-05,3.3,360,101.0924,255.7609,3.1467,16.95,0.005,0.0,188.627451,189.862625
679,4,MPU6050 + BMP280 + DHT22 / AM2302 + DS18B20,3.3,1440,364.6211,1055.6364,19.7426,1.850685,0.002713,1.009212,164.661476,168.602246
680,2,DHT22 / AM2302 + ESP32-S3,3.3,360,200.7983,149.4948,9.707,47.1,0.0035,178.75,1231.256592,1214.257136
681,1,ESP32-S3,3.3,720,75.9767,616.4901,27.5333,91.7,0.007,355.0,921.01273,909.046864
682,1,BMP280,3.3,60,10.236,48.7944,0.9696,0.00274,0.0001,0.03685,0.003776,0.003797
683,1,DS18B20,5.0,120,65.7427,52.487,1.7702,1.0,0.00075,1.5,5.703121,5.756695
684,3,HC-SR04 + BME280 + MPU6050,3.3,1440,147.6229,1241.1131,51.2641,6.3,0.003333,0.0,216.876294,224.349113
685,3,BMP280 + HC-SR04 + nRF24L01+,3.3,360,170.6204,180.3739,9.0057,8.76758,0.000333,4.512283,326.056749,327.330854
686,4,Arduino Uno / ATmega328P + HC-SR501 + INA219 + SSD1306 OLED controller,3.3,60,18.9571,38.1897,2.8531,16.25,0.0025,0.0,67.792814,68.65339
687,3,nRF24L01+ + BME280 + MPU6050,3.3,360,120.7166,230.6565,8.6269,5.066667,0.003633,4.5,107.462824,105.905529
688,1,HC-SR04,5.0,1440,651.0624,743.8068,45.1308,15.0,0.0,0.0,813.827983,802.545284
689,1,HC-SR04,5.0,30,1.8361,27.4094,0.7546,15.0,0.0,0.0,2.2951,2.228843
690,3,DS18B20 + INA219 + Raspberry Pi Pico,4.15,120,40.9122,78.8869,0.2009,0.333333,0.433583,0.5,10.53264,10.545493
691,3,MPU6050 + Arduino Uno / ATmega328P + BMP280,3.3,30,8.6789,20.6975,0.6235,1.300913,0.003367,0.012283,1.875703,1.908184
692,3,HC-05 + BMP280 + INA219,3.3,30,16.477,13.4164,0.1066,10.000913,3.3e-05,0.012283,27.189794,26.835198
693,1,Arduino Uno / ATmega328P,5.0,360,73.4856,271.0343,15.4801,0.0,0.0,0.0,0.0,0.0
694,3,ESP32 + HC-SR501 + Raspberry Pi Pico,3.3,30,8.1685,21.0267,0.8047,29.626667,0.436047,80.0,52.066396,53.540827
695,4,Raspberry Pi Pico + DS18B20 + nRF24L01+ + DHT22 / AM2302,3.3,720,256.0012,441.9755,22.0234,3.7,0.325412,4.375,269.422542,274.059937
696,4,INA219 + HC-SR501 + DS18B20 + nRF24L01+,3.3,30,13.0405,16.233,0.7265,19.325,0.000412,3.75,56.443163,55.944979
697,4,HC-SR501 + ESP32-S3 + INA219 + DS18B20,3.3,1440,135.9712,1251.9239,52.1048,39.425,0.001937,89.125,2207.619357,2231.918407
698,2,HC-SR501 + SSD1306 OLED controller,3.3,60,20.1316,39.5159,0.3524,32.5,0.005,0.0,71.992368,72.238493
699,3,SSD1306 OLED controller + Raspberry Pi Pico + ESP32-S3,3.3,30,3.2459,25.8324,0.9216,30.566667,0.439,118.333333,36.237113,37.301589
700,4,Raspberry Pi Pico + DS18B20 + HC-05 + Arduino Uno / ATmega328P,5.0,120,19.364,96.4403,4.1956,7.75,0.325188,0.375,44.542508,44.000197
701,1,BMP280,3.3,60,21.7292,37.7143,0.5566,0.00274,0.0001,0.03685,0.00461,0.004551
702,1,MPU6050,3.3,30,17.6023,11.3709,1.0268,3.9,0.01,0.0,3.781939,3.83843
703,2,nRF24L01+ + ESP32,3.3,120,20.4151,94.3484,5.2365,17.59,0.00452,126.75,112.558103,114.847934
704,1,INA219,3.3,60,21.3698,37.8629,0.7673,0.0,0.0,0.0,0.0,0.0
705,3,ESP32 + HC-05 + BMP280,3.3,720,104.0603,602.1047,13.835,17.960913,0.002747,80.012283,491.311319,525.251561
706,1,DS18B20,5.0,360,173.0365,172.0572,14.9062,1.0,0.00075,1.5,16.293742,15.693794
707,2,HC-SR04 + BME280,4.15,120,62.3963,57.479,0.1247,7.5,0.0,0.0,77.995403,80.264318
708,2,SSD1306 OLED controller + HC-SR501,3.3,120,15.889,102.9905,1.1205,32.5,0.005,0.0,56.859702,57.270454
709,1,SSD1306 OLED controller,3.3,720,48.0704,655.1835,16.7461,0.0,0.01,0.0,0.360351,0.35078
710,1,INA219,3.3,60,34.6526,22.6843,2.663,0.0,0.0,0.0,0.0,0.0
711,3,HC-05 + INA219 + BME280,3.3,60,29.9116,27.7092,2.3792,10.0,0.0,0.0,49.354125,49.42683
712,2,BME280 + HC-SR04,4.15,120,59.2569,55.5682,5.1749,7.5,0.0,0.0,74.071146,73.314321
713,4,BMP280 + ESP32 + MPU6050 + BME280,3.3,360,19.4549,334.1485,6.3966,6.945685,0.00456,60.009212,114.510893,119.906237
714,3,HC-05 + ESP32-S3 + ESP32,3.3,30,16.5116,13.1638,0.3246,48.526667,0.005047,198.333333,142.83965,148.900836
715,4,Raspberry Pi Pico + ESP32-S3 + Arduino Uno / ATmega328P + HC-SR04,5.0,720,356.5934,348.9,14.5067,26.675,0.32675,88.75,2565.394672,2481.28103
716,3,BME280 + Raspberry Pi Pico + HC-SR501,3.3,720,222.8271,471.4739,25.699,21.666667,0.433333,0.0,830.317426,865.524226
717,2,HC-05 + DHT22 / AM2302,3.3,60,21.266,37.7013,1.0328,16.25,0.0,1.25,38.154924,37.892773
718,1,ESP32,3.3,360,121.0303,224.605,14.3647,23.88,0.00814,240.0,348.675972,347.747961
719,4,DS18B20 + BMP280 + Arduino Uno / ATmega328P + ESP32,4.15,720,374.0391,331.6705,14.2904,6.220685,0.002247,60.384212,713.108475,736.255598
720,4,DS18B20 + HC-SR04 + HC-05 + ESP32,4.15,60,21.1818,38.6418,0.1764,17.47,0.002223,60.375,93.382944,97.025138
721,2,nRF24L01+ + Arduino Uno / ATmega328P,4.15,1440,816.2584,618.8729,4.8686,5.65,0.00045,6.75,510.950218,525.336111
722,1,ESP32,3.3,1440,127.6864,1311.0009,1.3126,23.88,0.00814,240.0,185.617093,186.456483
723,4,HC-SR04 + nRF24L01+ + INA219 + BMP280,3.3,720,128.7811,564.9312,26.2877,6.575685,0.00025,3.384212,260.63612,256.715964
724,3,SSD1306 OLED controller + HC-05 + BMP280,3.3,360,182.7992,173.9085,3.2923,10.000913,0.003367,0.012283,301.749543,310.594789
725,3,HC-SR501 + ESP32 + INA219,3.3,60,34.4226,24.6357,0.9417,29.626667,0.002713,80.0,180.712496,174.433019
726,3,BME280 + HC-05 + HC-SR501,3.3,360,148.5745,193.8069,17.6186,31.666667,0.0,0.0,776.301869,769.054483
727,2,BMP280 + nRF24L01+,3.3,120,34.5098,83.7862,1.704,5.65137,0.0005,6.768425,22.726324,23.252652
728,1,BMP280,3.3,360,50.7954,298.575,10.6297,0.00274,0.0001,0.03685,0.030841,0.031084
729,2,BME280 + HC-05,3.3,720,46.3789,654.8292,18.7919,15.0,0.0,0.0,76.525194,75.946227
730,4,HC-SR04 + Raspberry Pi Pico + INA219 + Arduino Uno / ATmega328P,5.0,1440,312.1729,1116.7216,11.1055,3.75,0.325,0.0,511.1943,528.496338
731,1,HC-SR501,3.3,360,168.5386,182.1207,9.3407,65.0,0.0,0.0,602.525374,597.200787
732,1,ESP32,3.3,120,34.9804,83.9375,1.0821,23.88,0.00814,240.0,60.263982,60.354109
733,2,Raspberry Pi Pico + SSD1306 OLED controller,3.3,720,331.654,387.6468,0.6992,0.0,0.655,0.0,27.929952,27.682286
734,4,BMP280 + DS18B20 + HC-SR501 + SSD1306 OLED controller,3.3,120,63.7515,55.2679,0.9806,16.500685,0.002713,0.384213,233.392703,243.156309
735,3,DS18B20 + nRF24L01+ + ESP32,3.3,360,171.4962,178.8789,9.6249,12.06,0.003263,85.0,481.617727,483.986779
736,2,DHT22 / AM2302 + ESP32,3.3,360,78.3812,278.3732,3.2456,13.19,0.00407,121.25,157.136169,154.157853
737,1,Arduino Uno / ATmega328P,5.0,120,31.0316,87.848,1.1205,0.0,0.0,0.0,0.0,0.0
738,3,DHT22 / AM2302 + Arduino Uno / ATmega328P + ESP32-S3,3.3,60,32.7645,24.7414,2.4941,31.4,0.002333,119.166667,218.802398,211.051521
739,3,HC-SR04 + ESP32 + HC-SR501,4.15,120,25.5616,92.6277,1.8107,34.626667,0.002713,80.0,204.387993,205.007656
740,1,DHT22 / AM2302,3.3,60,31.9712,25.2929,2.736,2.5,0.0,2.5,4.772229,4.577654
741,4,INA219 + HC-SR04 + MPU6050 + HC-SR501,3.3,720,369.5279,315.4202,35.0519,20.975,0.0025,0.0,1862.409485,1877.574333
742,1,INA219,3.3,360,122.54,231.4431,6.0169,0.0,0.0,0.0,0.0,0.0
743,3,HC-SR04 + DHT22 / AM2302 + ESP32,3.3,720,200.2427,507.9792,11.7782,13.793333,0.002713,80.833333,698.153945,725.447471
744,2,DS18B20 + Raspberry Pi Pico,5.0,30,4.2313,24.7809,0.9878,0.5,0.650375,0.75,3.16223,3.023952
745,4,SSD1306 OLED controller + INA219 + Raspberry Pi Pico + ESP32-S3,3.3,30,9.6783,19.3399,0.9819,22.925,0.32925,88.75,69.384059,67.807233
746,1,INA219,3.3,60,30.3404,26.7492,2.9104,0.0,0.0,0.0,0.0,0.0
747,4,HC-05 + INA219 + nRF24L01+ + HC-SR04,3.3,360,171.6145,186.3677,2.0178,14.075,0.000225,3.375,605.84789,614.599655
748,2,HC-05 + HC-SR501,3.3,360,186.3854,155.6843,17.9303,47.5,0.0,0.0,973.863582,1004.969327
749,1,DHT22 / AM2302,3.3,30,9.4022,19.857,0.7409,2.5,0.0,2.5,1.394665,1.362256
750,2,nRF24L01+ + ESP32-S3,3.3,30,9.0079,20.065,0.9271,51.5,0.00395,184.25,69.828457,68.059568
751,1,ESP32-S3,3.3,120,33.1693,85.7044,1.1263,91.7,0.007,355.0,189.313159,189.001453
752,2,ESP32-S3 + DHT22 / AM2302,3.3,360,120.1146,224.0917,15.7937,47.1,0.0035,178.75,932.943272,901.267565
753,3,DHT22 / AM2302 + ESP32-S3 + Arduino Uno / ATmega328P,3.3,1440,676.4442,745.8967,17.6591,31.4,0.002333,119.166667,3852.167265,3947.392723
754,2,HC-SR04 + BMP280,4.15,720,372.8225,320.7771,26.4004,7.50137,5e-05,0.018425,466.139618,473.274747
755,1,HC-05,3.3,1440,257.6184,1142.727,39.6546,30.0,0.0,0.0,425.070315,426.521097
756,3,HC-SR501 + DS18B20 + DHT22 / AM2302,4.15,120,39.2085,80.2512,0.5403,22.833333,0.00025,1.333333,185.080203,187.037713
757,2,HC-05 + SSD1306 OLED controller,3.3,30,2.303,27.6525,0.0444,15.0,0.005,0.0,3.81518,3.877602
758,2,HC-SR04 + DS18B20,5.0,120,24.1419,89.978,5.8801,8.0,0.000375,0.75,32.929816,32.905342
759,1,HC-05,3.3,120,10.6523,105.248,4.0997,30.0,0.0,0.0,17.576307,17.583101
760,2,HC-05 + BMP280,3.3,60,27.6214,30.0693,2.3093,15.00137,5e-05,0.018425,45.584384,44.35886
761,2,ESP32 + MPU6050,3.3,360,66.0398,289.0239,4.9363,13.89,0.00907,120.0,166.349689,164.434144
762,4,Raspberry Pi Pico + ESP32-S3 + HC-SR04 + DS18B20,5.0,30,10.6371,18.4991,0.8638,26.925,0.326937,89.125,86.817182,87.7522
763,1,INA219,3.3,720,180.2211,509.2268,30.5521,0.0,0.0,0.0,0.0,0.0
764,1,DHT22 / AM2302,3.3,720,67.3114,635.0764,17.6122,2.5,0.0,2.5,11.677001,11.518579
765,3,HC-SR501 + DS18B20 + nRF24L01+,4.15,720,302.1182,390.1955,27.6862,25.766667,0.00055,5.0,1595.277693,1593.940221
766,4,DS18B20 + nRF24L01+ + ESP32-S3 + MPU6050,3.3,60,19.3923,38.4182,2.1895,26.975,0.004662,92.5,160.322053,161.693243
767,2,Raspberry Pi Pico + ESP32-S3,3.3,1440,215.9978,1200.1368,23.8654,45.85,0.6535,177.5,1641.628856,1652.249047
768,2,DS18B20 + BMP280,4.15,1440,853.3793,539.6983,46.9223,0.50137,0.000425,0.768425,77.240637,76.467899
769,3,INA219 + DHT22 / AM2302 + SSD1306 OLED controller,3.3,720,421.4094,267.4816,31.109,0.833333,0.003333,0.833333,62.36839,63.303355
770,1,ESP32-S3,3.3,720,220.9393,487.4281,11.6326,91.7,0.007,355.0,1341.621682,1334.581438
771,3,HC-SR501 + ESP32-S3 + BMP280,3.3,360,60.6407,282.4643,16.895,52.234247,0.002367,118.345617,852.660441,849.938533
772,3,HC-SR04 + SSD1306 OLED controller + nRF24L01+,3.3,360,186.1934,167.85,5.9566,8.766667,0.003633,4.5,352.984405,355.231922
773,1,Arduino Uno / ATmega328P,5.0,120,35.5151,82.5291,1.9558,0.0,0.0,0.0,0.0,0.0
774,2,DS18B20 + BME280,4.15,30,7.116,21.8494,1.0346,0.5,0.000375,0.75,0.723694,0.727894
775,4,HC-SR04 + INA219 + ESP32-S3 + Raspberry Pi Pico,3.3,120,24.014,90.0172,5.9688,26.675,0.32675,88.75,274.144387,277.930635
776,1,Raspberry Pi Pico,3.3,60,13.2301,45.3788,1.3911,0.0,1.3,0.0,3.244585,3.181848
777,3,BMP280 + HC-05 + ESP32-S3,3.3,360,190.2789,153.8436,15.8775,40.56758,0.002367,118.345617,1583.761435,1557.817057
778,2,HC-SR501 + INA219,3.3,30,12.8211,15.8042,1.3746,32.5,0.0,0.0,45.835553,47.46825
779,1,ESP32-S3,3.3,120,32.9621,82.1725,4.8654,91.7,0.007,355.0,261.272778,254.704465
780,3,HC-05 + SSD1306 OLED controller + MPU6050,3.3,30,6.5569,23.3907,0.0524,11.3,0.006667,0.0,12.251119,12.195384
781,1,DS18B20,5.0,720,80.1005,635.1336,4.7659,1.0,0.00075,1.5,7.310474,7.404363
782,1,nRF24L01+,3.3,1440,819.7392,616.9084,3.3524,11.3,0.0009,13.5,511.987591,510.937137
783,2,HC-05 + nRF24L01+,3.3,60,12.4218,46.219,1.3592,20.65,0.00045,6.75,29.22764,29.8382
784,2,BME280 + HC-05,3.3,120,22.1411,93.4968,4.3621,15.0,0.0,0.0,36.532894,37.088884
785,2,MPU6050 + BME280,3.3,120,37.5806,79.27,3.1495,1.95,0.005,0.0,8.10463,8.180427
786,2,BMP280 + BME280,3.3,120,28.5928,89.1657,2.2415,0.00137,5e-05,0.018425,0.009342,0.009309
787,4,ESP32-S3 + Arduino Uno / ATmega328P + HC-SR04 + HC-05,4.15,30,14.594,15.0371,0.3689,34.175,0.00175,88.75,123.136095,125.275469
788,2,INA219 + BMP280,3.3,360,56.3709,297.4233,6.2058,0.00137,5e-05,0.018425,0.022709,0.023046
789,1,HC-SR04,5.0,120,35.4886,81.253,3.2584,15.0,0.0,0.0,44.360698,44.52895
790,1,BME280,3.3,360,31.8917,322.0494,6.0589,0.0,0.0,0.0,0.0,0.0
791,2,Arduino Uno / ATmega328P + ESP32,4.15,720,161.3182,525.701,32.9807,11.94,0.00407,120.0,647.45648,668.937754
792,2,HC-SR501 + Arduino Uno / ATmega328P,5.0,1440,662.7879,728.1225,49.0896,32.5,0.0,0.0,3590.101287,3510.689327
793,2,ESP32-S3 + DHT22 / AM2302,3.3,360,62.6763,283.2992,14.0245,47.1,0.0035,178.75,600.591689,594.107842
794,1,HC-SR501,3.3,30,2.1011,27.2341,0.6648,65.0,0.0,0.0,7.511529,7.247137
795,2,INA219 + SSD1306 OLED controller,3.3,1440,491.6021,922.1821,26.2158,0.0,0.005,0.0,0.5072,0.475311
796,1,SSD1306 OLED controller,3.3,1440,503.5542,906.5571,29.8887,0.0,0.01,0.0,0.498606,0.513759
797,2,ESP32 + INA219,3.3,60,19.624,37.6101,2.7659,11.94,0.00407,120.0,62.300734,62.22749
798,3,HC-05 + BMP280 + Raspberry Pi Pico,3.3,360,130.7897,225.3521,3.8582,10.000913,0.433367,0.012283,231.944492,233.924558
799,1,DS18B20,5.0,60,3.1452,55.515,1.3397,1.0,0.00075,1.5,0.43304,0.433651
800,2,ESP32-S3 + nRF24L01+,3.3,120,11.4067,106.9393,1.654,51.5,0.00395,184.25,98.187786,99.301178
801,3,DHT22 / AM2302 + DS18B20 + BME280,3.3,60,34.9093,22.4867,2.6041,1.166667,0.00025,1.333333,8.394096,8.261973
802,3,HC-05 + MPU6050 + DS18B20,3.3,720,230.4684,488.9259,0.6057,11.633333,0.003583,0.5,449.289222,451.76456
803,4,BMP280 + Arduino Uno / ATmega328P + DHT22 / AM2302 + nRF24L01+,3.3,120,61.6148,53.8371,4.548,3.450685,0.00025,4.009213,50.789384,50.156316
804,2,Arduino Uno / ATmega328P + Raspberry Pi Pico,5.0,30,9.1334,19.6444,1.2222,0.0,0.65,0.0,2.128147,2.064285
805,1,BMP280,3.3,720,208.7536,490.4018,20.8446,0.00274,0.0001,0.03685,0.076403,0.076809
806,3,SSD1306 OLED controller + Raspberry Pi Pico + DS18B20,4.15,1440,410.9983,1027.8557,1.146,0.333333,0.436917,0.5,127.444027,130.194585
807,3,BMP280 + INA219 + HC-SR501,3.3,120,24.1268,91.8838,3.9894,21.66758,3.3e-05,0.012283,86.265456,87.258108
808,3,SSD1306 OLED controller + DHT22 / AM2302 + MPU6050,3.3,60,16.6616,40.978,2.3604,2.133333,0.006667,0.833333,6.234515,6.164576
809,1,HC-SR501,3.3,30,12.7578,16.132,1.1102,65.0,0.0,0.0,45.609065,46.401369
810,2,DS18B20 + SSD1306 OLED controller,4.15,30,1.6774,28.1381,0.1845,0.5,0.005375,0.75,0.180078,0.176813
811,1,INA219,3.3,120,24.1455,93.2801,2.5745,0.0,0.0,0.0,0.0,0.0
812,2,ESP32 + DHT22 / AM2302,3.3,30,12.3226,17.4725,0.2049,13.19,0.00407,121.25,20.619632,20.499307
813,1,Arduino Uno / ATmega328P,5.0,120,59.1687,60.0794,0.752,0.0,0.0,0.0,0.0,0.0
814,3,ESP32-S3 + HC-SR04 + INA219,3.3,360,22.6056,332.3776,5.0168,35.566667,0.002333,118.333333,240.348795,239.845088
815,1,INA219,3.3,60,28.5813,29.432,1.9866,0.0,0.0,0.0,0.0,0.0
